snap,sim,lo,hi,status,ot_reliable,x10,n_halos,n_used_dmo,n_used_hyd,n_empty_dmo,n_empty_hyd,npart_dmo_med,npart_hyd_med,sec
9,fgas+2sigma,10.0,10.125,ok,False,3.1016,259,96,239,61,1,0,3,0.2
9,fgas+2sigma,10.125,10.25,ok,False,2.8192,109,39,103,73,14,0,3,0.1
9,fgas+2sigma,10.25,10.375,ok,False,2.6591,766,309,716,14,0,0,3,0.2
9,fgas+2sigma,10.375,10.5,ok,False,2.4037,1000,432,918,8,0,0,3,0.2
9,fgas+2sigma,10.5,10.625,ok,False,2.1442,1000,457,921,2,0,0,3,0.2
9,fgas+2sigma,10.625,10.75,ok,False,1.9434,1000,520,934,2,0,1,3,0.2
9,fgas+2sigma,10.75,10.875,ok,False,1.7771,1000,579,915,1,0,1,3,0.2
9,fgas+2sigma,10.875,11.0,ok,False,1.6053,1000,589,937,1,0,1,3,0.2
9,fgas+2sigma,11.0,11.125,ok,False,1.4591,1000,628,959,2,0,1,3,0.2
9,fgas+2sigma,11.125,11.25,ok,False,1.3257,1000,719,941,2,0,1,3,0.2
9,fgas+2sigma,11.25,11.375,ok,False,1.2146,1000,751,974,0,0,1,4,0.2
9,fgas+2sigma,11.375,11.5,ok,False,1.1099,1000,825,997,0,0,2,5,0.2
9,fgas+2sigma,11.5,11.625,ok,False,1.0104,1000,914,1000,0,0,2,6,0.2
9,fgas+2sigma,11.625,11.75,ok,False,0.9180,1000,946,1000,0,0,3,8,0.2
9,fgas+2sigma,11.75,11.875,ok,False,0.8319,1000,982,1000,0,0,4,10,0.2
9,fgas+2sigma,11.875,12.0,ok,False,0.7586,1000,996,1000,0,0,5,13,0.2
9,fgas+2sigma,12.0,12.125,ok,False,0.6888,1000,998,1000,0,0,7,17,0.2
9,fgas+2sigma,12.125,12.25,ok,False,0.6265,1000,999,1000,0,0,9,23,0.2
9,fgas+2sigma,12.25,12.375,ok,False,0.5702,1000,1000,1000,0,0,12,29,0.2
9,fgas+2sigma,12.375,12.5,ok,False,0.5178,1000,1000,1000,0,0,16,39,0.2
9,fgas+2sigma,12.5,12.625,ok,False,0.4713,458,458,458,0,0,21,50,0.2
9,fgas+2sigma,12.625,12.75,ok,False,0.4284,169,169,169,0,0,28,65,0.1
9,fgas+2sigma,12.75,12.875,ok,False,0.3910,71,71,71,0,0,36,88,0.1
9,fgas+2sigma,12.875,13.0,ok,False,0.3576,20,20,20,3,0,49,108,0.0
9,fgas+2sigma,13.0,13.125,no_halos,False,nan,0,0,0,0,0,0,0,0.0
9,fgas+2sigma,13.125,13.25,ok,False,0.2950,2,2,2,27,15,93,183,0.0
9,fgas+2sigma,13.25,13.375,ok,False,0.2601,1,1,1,42,21,120,277,0.0
9,fgas+2sigma,13.375,13.5,no_halos,False,nan,0,0,0,0,0,0,0,0.0
9,fgas+2sigma,13.5,13.625,no_halos,False,nan,0,0,0,0,0,0,0,0.0
9,fgas+2sigma,13.625,13.75,no_halos,False,nan,0,0,0,0,0,0,0,0.0
9,fgas+2sigma,13.75,13.875,no_halos,False,nan,0,0,0,0,0,0,0,0.0
9,fgas+2sigma,13.875,14.0,no_halos,False,nan,0,0,0,0,0,0,0,0.0
9,fgas+2sigma,14.0,14.125,no_halos,False,nan,0,0,0,0,0,0,0,0.0
9,fgas+2sigma,14.125,14.25,no_halos,False,nan,0,0,0,0,0,0,0,0.0
9,fgas+2sigma,14.25,14.375,no_halos,False,nan,0,0,0,0,0,0,0,0.0
9,fgas+2sigma,14.375,14.5,no_halos,False,nan,0,0,0,0,0,0,0,0.0
9,fgas+2sigma,14.5,14.625,no_halos,False,nan,0,0,0,0,0,0,0,0.0
9,fgas+2sigma,14.625,14.75,no_halos,False,nan,0,0,0,0,0,0,0,0.0
9,fgas+2sigma,14.75,14.875,no_halos,False,nan,0,0,0,0,0,0,0,0.0
9,fgas+2sigma,14.875,15.0,no_halos,False,nan,0,0,0,0,0,0,0,0.0
13,fgas+2sigma,10.0,10.125,ok,False,3.1174,631,220,595,28,0,0,3,0.4
13,fgas+2sigma,10.125,10.25,ok,False,2.8499,285,109,273,44,1,0,3,0.3
13,fgas+2sigma,10.25,10.375,ok,False,2.6649,1000,431,936,3,0,0,3,0.4
13,fgas+2sigma,10.375,10.5,ok,False,2.4100,1000,458,933,2,0,0,3,0.4
13,fgas+2sigma,10.5,10.625,ok,False,2.1416,1000,508,938,3,0,1,3,0.4
13,fgas+2sigma,10.625,10.75,ok,False,1.9580,1000,514,933,3,0,1,3,0.4
13,fgas+2sigma,10.75,10.875,ok,False,1.7736,1000,577,924,1,0,1,3,0.4
13,fgas+2sigma,10.875,11.0,ok,False,1.6138,1000,615,936,0,0,1,3,0.4
13,fgas+2sigma,11.0,11.125,ok,False,1.4638,1000,637,937,0,0,1,3,0.4
13,fgas+2sigma,11.125,11.25,ok,False,1.3296,1000,705,964,0,0,1,3,0.4
13,fgas+2sigma,11.25,11.375,ok,False,1.2146,1000,755,975,0,0,1,4,0.4
13,fgas+2sigma,11.375,11.5,ok,False,1.1126,1000,817,998,0,0,2,5,0.4
13,fgas+2sigma,11.5,11.625,ok,False,1.0126,1000,892,1000,0,0,2,6,0.4
13,fgas+2sigma,11.625,11.75,ok,False,0.9171,1000,951,1000,0,0,3,8,0.4
13,fgas+2sigma,11.75,11.875,ok,False,0.8380,1000,981,1000,0,0,4,10,0.4
13,fgas+2sigma,11.875,12.0,ok,False,0.7586,1000,990,1000,0,0,5,13,0.4
13,fgas+2sigma,12.0,12.125,ok,False,0.6899,1000,999,1000,0,0,7,17,0.4
13,fgas+2sigma,12.125,12.25,ok,False,0.6291,1000,1000,1000,0,0,9,22,0.4
13,fgas+2sigma,12.25,12.375,ok,False,0.5702,1000,1000,1000,0,0,12,29,0.4
13,fgas+2sigma,12.375,12.5,ok,False,0.5190,1000,1000,1000,0,0,16,38,0.4
13,fgas+2sigma,12.5,12.625,ok,False,0.4708,1000,1000,1000,0,0,22,50,0.4
13,fgas+2sigma,12.625,12.75,ok,False,0.4284,1000,1000,1000,0,0,28,66,0.5
13,fgas+2sigma,12.75,12.875,ok,False,0.3890,854,854,854,0,0,38,86,0.4
13,fgas+2sigma,12.875,13.0,ok,False,0.3535,352,352,352,0,0,50,108,0.3
13,fgas+2sigma,13.0,13.125,ok,False,0.3207,128,128,128,0,0,64,146,0.2
13,fgas+2sigma,13.125,13.25,ok,True,0.2958,53,53,53,0,0,83,191,0.1
13,fgas+2sigma,13.25,13.375,ok,True,0.2634,16,16,16,0,0,116,262,0.1
13,fgas+2sigma,13.375,13.5,ok,False,0.2448,3,3,3,13,4,149,315,0.0
13,fgas+2sigma,13.5,13.625,ok,False,0.2234,2,2,2,15,3,183,386,0.0
13,fgas+2sigma,13.625,13.75,ok,False,0.2021,1,1,1,27,10,222,479,0.0
13,fgas+2sigma,13.75,13.875,no_halos,False,nan,0,0,0,0,0,0,0,0.0
13,fgas+2sigma,13.875,14.0,no_halos,False,nan,0,0,0,0,0,0,0,0.0
13,fgas+2sigma,14.0,14.125,no_halos,False,nan,0,0,0,0,0,0,0,0.0
13,fgas+2sigma,14.125,14.25,no_halos,False,nan,0,0,0,0,0,0,0,0.0
13,fgas+2sigma,14.25,14.375,no_halos,False,nan,0,0,0,0,0,0,0,0.0
13,fgas+2sigma,14.375,14.5,no_halos,False,nan,0,0,0,0,0,0,0,0.0
13,fgas+2sigma,14.5,14.625,no_halos,False,nan,0,0,0,0,0,0,0,0.0
13,fgas+2sigma,14.625,14.75,no_halos,False,nan,0,0,0,0,0,0,0,0.0
13,fgas+2sigma,14.75,14.875,no_halos,False,nan,0,0,0,0,0,0,0,0.0
13,fgas+2sigma,14.875,15.0,no_halos,False,nan,0,0,0,0,0,0,0,0.0
17,fgas+2sigma,10.0,10.125,ok,False,3.1335,1000,398,951,10,0,0,3,0.8
17,fgas+2sigma,10.125,10.25,ok,False,2.8455,489,200,461,27,0,0,3,0.6
17,fgas+2sigma,10.25,10.375,ok,False,2.6786,1000,419,950,5,0,0,3,0.7
17,fgas+2sigma,10.375,10.5,ok,False,2.4228,1000,454,942,5,0,0,3,0.7
17,fgas+2sigma,10.5,10.625,ok,False,2.1619,1000,507,936,2,0,1,3,0.7
17,fgas+2sigma,10.625,10.75,ok,False,1.9580,1000,542,952,5,0,1,3,0.7
17,fgas+2sigma,10.75,10.875,ok,False,1.7857,1000,578,949,2,0,1,3,0.7
17,fgas+2sigma,10.875,11.0,ok,False,1.6167,1000,628,949,0,0,1,3,0.7
17,fgas+2sigma,11.0,11.125,ok,False,1.4709,1000,675,937,0,0,1,3,0.7
17,fgas+2sigma,11.125,11.25,ok,False,1.3354,1000,682,952,0,0,1,3,0.7
17,fgas+2sigma,11.25,11.375,ok,False,1.2261,1000,754,972,1,0,1,4,0.7
17,fgas+2sigma,11.375,11.5,ok,False,1.1194,1000,813,993,0,0,2,5,0.7
17,fgas+2sigma,11.5,11.625,ok,False,1.0160,1000,879,1000,0,0,2,6,0.7
17,fgas+2sigma,11.625,11.75,ok,False,0.9240,1000,933,1000,0,0,3,8,0.7
17,fgas+2sigma,11.75,11.875,ok,False,0.8380,1000,967,1000,0,0,4,10,0.7
17,fgas+2sigma,11.875,12.0,ok,False,0.7637,1000,994,1000,0,0,5,13,0.7
17,fgas+2sigma,12.0,12.125,ok,False,0.6930,1000,997,1000,0,0,7,17,0.7
17,fgas+2sigma,12.125,12.25,ok,False,0.6308,1000,1000,1000,0,0,9,22,0.7
17,fgas+2sigma,12.25,12.375,ok,False,0.5730,1000,1000,1000,0,0,12,29,0.7
17,fgas+2sigma,12.375,12.5,ok,False,0.5208,1000,1000,1000,0,0,16,38,0.8
17,fgas+2sigma,12.5,12.625,ok,False,0.4718,1000,1000,1000,0,0,21,49,0.7
17,fgas+2sigma,12.625,12.75,ok,False,0.4300,1000,1000,1000,0,0,28,64,0.8
17,fgas+2sigma,12.75,12.875,ok,False,0.3917,1000,1000,1000,0,0,37,84,0.8
17,fgas+2sigma,12.875,13.0,ok,False,0.3551,1000,1000,1000,0,0,48,110,0.8
17,fgas+2sigma,13.0,13.125,ok,False,0.3225,1000,1000,1000,0,0,64,146,0.8
17,fgas+2sigma,13.125,13.25,ok,True,0.2939,800,800,800,0,0,84,190,0.7
17,fgas+2sigma,13.25,13.375,ok,True,0.2668,294,294,294,0,0,111,249,0.5
17,fgas+2sigma,13.375,13.5,ok,True,0.2434,145,145,145,0,0,147,334,0.3
17,fgas+2sigma,13.5,13.625,ok,True,0.2204,51,51,51,0,0,196,439,0.2
17,fgas+2sigma,13.625,13.75,ok,True,0.1996,21,21,21,0,0,247,599,0.1
17,fgas+2sigma,13.75,13.875,ok,False,0.1792,3,3,3,1,1,318,720,0.1
17,fgas+2sigma,13.875,14.0,no_halos,False,nan,0,0,0,0,0,0,0,0.1
17,fgas+2sigma,14.0,14.125,no_halos,False,nan,0,0,0,0,0,0,0,0.1
17,fgas+2sigma,14.125,14.25,no_halos,False,nan,0,0,0,0,0,0,0,0.1
17,fgas+2sigma,14.25,14.375,no_halos,False,nan,0,0,0,0,0,0,0,0.1
17,fgas+2sigma,14.375,14.5,no_halos,False,nan,0,0,0,0,0,0,0,0.1
17,fgas+2sigma,14.5,14.625,no_halos,False,nan,0,0,0,0,0,0,0,0.1
17,fgas+2sigma,14.625,14.75,no_halos,False,nan,0,0,0,0,0,0,0,0.1
17,fgas+2sigma,14.75,14.875,no_halos,False,nan,0,0,0,0,0,0,0,0.1
17,fgas+2sigma,14.875,15.0,no_halos,False,nan,0,0,0,0,0,0,0,0.1
37,fgas+2sigma,10.0,10.125,ok,False,2.4362,829,304,783,13,0,0,3,1.1
37,fgas+2sigma,10.125,10.25,ok,False,2.2095,460,175,431,31,0,0,3,0.8
37,fgas+2sigma,10.25,10.375,ok,False,2.0846,1000,441,947,2,0,0,3,1.1
37,fgas+2sigma,10.375,10.5,ok,False,1.8854,1000,458,936,3,0,0,3,1.1
37,fgas+2sigma,10.5,10.625,ok,False,1.6817,1000,507,924,1,0,1,3,1.1
37,fgas+2sigma,10.625,10.75,ok,False,1.5343,1000,519,939,1,0,1,3,1.1
37,fgas+2sigma,10.75,10.875,ok,False,1.3883,1000,548,937,0,0,1,3,1.0
37,fgas+2sigma,10.875,11.0,ok,False,1.2631,1000,611,940,0,0,1,3,1.0
37,fgas+2sigma,11.0,11.125,ok,False,1.1445,1000,650,937,0,0,1,3,1.1
37,fgas+2sigma,11.125,11.25,ok,False,1.0423,1000,694,936,0,0,1,3,1.1
37,fgas+2sigma,11.25,11.375,ok,False,0.9555,1000,716,962,1,0,1,4,1.1
37,fgas+2sigma,11.375,11.5,ok,False,0.8701,1000,801,995,0,0,2,4,1.1
37,fgas+2sigma,11.5,11.625,ok,False,0.7923,1000,874,1000,0,0,2,6,1.1
37,fgas+2sigma,11.625,11.75,ok,False,0.7206,1000,929,1000,0,0,3,7,1.1
37,fgas+2sigma,11.75,11.875,ok,False,0.6534,1000,971,1000,0,0,4,9,1.0
37,fgas+2sigma,11.875,12.0,ok,False,0.5936,1000,975,1000,0,0,5,12,1.0
37,fgas+2sigma,12.0,12.125,ok,False,0.5396,1000,997,1000,0,0,7,16,1.0
37,fgas+2sigma,12.125,12.25,ok,False,0.4884,1000,1000,1000,0,0,9,21,1.0
37,fgas+2sigma,12.25,12.375,ok,False,0.4456,1000,1000,1000,0,0,12,27,1.0
37,fgas+2sigma,12.375,12.5,ok,False,0.4058,1000,1000,1000,0,0,15,35,1.0
37,fgas+2sigma,12.5,12.625,ok,False,0.3679,1000,1000,1000,0,0,20,47,1.1
37,fgas+2sigma,12.625,12.75,ok,False,0.3342,1000,1000,1000,0,0,27,61,1.1
37,fgas+2sigma,12.75,12.875,ok,False,0.3035,1000,1000,1000,0,0,36,79,1.0
37,fgas+2sigma,12.875,13.0,ok,True,0.2758,1000,1000,1000,0,0,46,105,1.0
37,fgas+2sigma,13.0,13.125,ok,True,0.2512,1000,1000,1000,0,0,61,137,1.1
37,fgas+2sigma,13.125,13.25,ok,True,0.2280,1000,1000,1000,0,0,80,180,1.1
37,fgas+2sigma,13.25,13.375,ok,True,0.2075,1000,1000,1000,0,0,107,239,1.1
37,fgas+2sigma,13.375,13.5,ok,True,0.1884,1000,1000,1000,0,0,143,317,1.1
37,fgas+2sigma,13.5,13.625,ok,True,0.1713,911,911,911,0,0,189,418,1.1
37,fgas+2sigma,13.625,13.75,ok,True,0.1561,446,446,446,0,0,245,545,0.8
37,fgas+2sigma,13.75,13.875,ok,True,0.1419,215,215,215,0,0,330,729,0.5
37,fgas+2sigma,13.875,14.0,ok,True,0.1285,80,80,80,0,0,424,936,0.3
37,fgas+2sigma,14.0,14.125,ok,True,0.1171,30,30,30,0,0,578,1268,0.2
37,fgas+2sigma,14.125,14.25,ok,True,0.1045,10,10,10,0,0,664,1424,0.2
37,fgas+2sigma,14.25,14.375,ok,False,0.0962,1,1,1,5,1,818,1739,0.1
37,fgas+2sigma,14.375,14.5,no_halos,False,nan,0,0,0,0,0,0,0,0.1
37,fgas+2sigma,14.5,14.625,no_halos,False,nan,0,0,0,0,0,0,0,0.1
37,fgas+2sigma,14.625,14.75,no_halos,False,nan,0,0,0,0,0,0,0,0.1
37,fgas+2sigma,14.75,14.875,no_halos,False,nan,0,0,0,0,0,0,0,0.1
37,fgas+2sigma,14.875,15.0,no_halos,False,nan,0,0,0,0,0,0,0,0.1
47,fgas+2sigma,10.0,10.125,ok,False,2.0698,466,174,424,22,0,0,3,0.9
47,fgas+2sigma,10.125,10.25,ok,False,1.8648,266,97,247,40,2,0,3,0.6
47,fgas+2sigma,10.25,10.375,ok,False,1.7687,1000,405,924,4,0,0,3,1.1
47,fgas+2sigma,10.375,10.5,ok,False,1.6013,1000,457,926,4,0,0,3,1.1
47,fgas+2sigma,10.5,10.625,ok,False,1.4219,1000,460,934,2,0,0,3,1.1
47,fgas+2sigma,10.625,10.75,ok,False,1.2971,1000,534,924,2,0,1,3,1.1
47,fgas+2sigma,10.75,10.875,ok,False,1.1815,1000,561,914,1,0,1,3,1.2
47,fgas+2sigma,10.875,11.0,ok,False,1.0690,1000,603,928,0,0,1,3,1.1
47,fgas+2sigma,11.0,11.125,ok,False,0.9744,1000,626,917,1,0,1,3,1.2
47,fgas+2sigma,11.125,11.25,ok,False,0.8844,1000,661,939,0,0,1,3,1.2
47,fgas+2sigma,11.25,11.375,ok,False,0.8084,1000,721,945,0,0,1,3,1.2
47,fgas+2sigma,11.375,11.5,ok,False,0.7388,1000,770,997,0,0,1,4,1.2
47,fgas+2sigma,11.5,11.625,ok,False,0.6709,1000,869,1000,0,0,2,5,1.2
47,fgas+2sigma,11.625,11.75,ok,False,0.6099,1000,925,1000,0,0,3,7,1.2
47,fgas+2sigma,11.75,11.875,ok,False,0.5527,1000,958,1000,0,0,4,9,1.1
47,fgas+2sigma,11.875,12.0,ok,False,0.5040,1000,984,1000,0,0,4,11,1.2
47,fgas+2sigma,12.0,12.125,ok,False,0.4574,1000,998,1000,0,0,6,15,1.1
47,fgas+2sigma,12.125,12.25,ok,False,0.4145,1000,999,1000,0,0,9,20,1.1
47,fgas+2sigma,12.25,12.375,ok,False,0.3775,1000,1000,1000,0,0,11,25,1.1
47,fgas+2sigma,12.375,12.5,ok,False,0.3425,1000,1000,1000,0,0,14,32,1.2
47,fgas+2sigma,12.5,12.625,ok,False,0.3111,1000,1000,1000,0,0,19,43,1.2
47,fgas+2sigma,12.625,12.75,ok,True,0.2839,1000,1000,1000,0,0,26,59,1.2
47,fgas+2sigma,12.75,12.875,ok,True,0.2578,1000,1000,1000,0,0,34,75,1.2
47,fgas+2sigma,12.875,13.0,ok,True,0.2338,1000,1000,1000,0,0,46,100,1.2
47,fgas+2sigma,13.0,13.125,ok,True,0.2124,1000,1000,1000,0,0,61,133,1.2
47,fgas+2sigma,13.125,13.25,ok,True,0.1935,1000,1000,1000,0,0,78,173,1.2
47,fgas+2sigma,13.25,13.375,ok,True,0.1754,1000,1000,1000,0,0,106,236,1.2
47,fgas+2sigma,13.375,13.5,ok,True,0.1596,1000,1000,1000,0,0,137,302,1.2
47,fgas+2sigma,13.5,13.625,ok,True,0.1449,1000,1000,1000,0,0,185,406,1.2
47,fgas+2sigma,13.625,13.75,ok,True,0.1321,1000,1000,1000,0,0,241,526,1.3
47,fgas+2sigma,13.75,13.875,ok,True,0.1198,767,767,767,0,0,320,710,1.2
47,fgas+2sigma,13.875,14.0,ok,True,0.1092,381,381,381,0,0,420,926,0.8
47,fgas+2sigma,14.0,14.125,ok,True,0.0989,186,186,186,0,0,554,1215,0.5
47,fgas+2sigma,14.125,14.25,ok,True,0.0900,82,82,82,0,0,714,1595,0.3
47,fgas+2sigma,14.25,14.375,ok,True,0.0821,28,28,28,0,0,940,2076,0.2
47,fgas+2sigma,14.375,14.5,ok,True,0.0751,7,7,7,0,0,1204,2637,0.2
47,fgas+2sigma,14.5,14.625,ok,True,0.0652,2,2,2,0,0,2100,4747,0.1
47,fgas+2sigma,14.625,14.75,no_halos,False,nan,0,0,0,0,0,0,0,0.1
47,fgas+2sigma,14.75,14.875,no_halos,False,nan,0,0,0,0,0,0,0,0.1
47,fgas+2sigma,14.875,15.0,no_halos,False,nan,0,0,0,0,0,0,0,0.1
57,fgas+2sigma,10.0,10.125,ok,False,1.7199,200,79,179,44,6,0,3,0.7
57,fgas+2sigma,10.125,10.25,ok,False,1.5449,128,52,114,57,21,0,2,0.5
57,fgas+2sigma,10.25,10.375,ok,False,1.4684,1000,420,915,3,0,0,3,1.3
57,fgas+2sigma,10.375,10.5,ok,False,1.3284,1000,445,889,0,0,0,3,1.2
57,fgas+2sigma,10.5,10.625,ok,False,1.1836,1000,459,899,1,0,0,3,1.2
57,fgas+2sigma,10.625,10.75,ok,False,1.0771,1000,537,912,0,1,1,3,1.2
57,fgas+2sigma,10.75,10.875,ok,False,0.9810,1000,523,902,2,0,1,2,1.2
57,fgas+2sigma,10.875,11.0,ok,False,0.8877,1000,563,911,1,0,1,3,1.2
57,fgas+2sigma,11.0,11.125,ok,False,0.8065,1000,602,907,0,0,1,3,1.2
57,fgas+2sigma,11.125,11.25,ok,False,0.7319,1000,643,927,0,0,1,3,1.2
57,fgas+2sigma,11.25,11.375,ok,False,0.6738,1000,705,943,0,0,1,3,1.2
57,fgas+2sigma,11.375,11.5,ok,False,0.6136,1000,774,994,0,0,1,4,1.2
57,fgas+2sigma,11.5,11.625,ok,False,0.5592,1000,832,1000,0,0,2,5,1.2
57,fgas+2sigma,11.625,11.75,ok,False,0.5064,1000,910,1000,0,0,2,6,1.2
57,fgas+2sigma,11.75,11.875,ok,False,0.4610,1000,946,1000,0,0,3,8,1.2
57,fgas+2sigma,11.875,12.0,ok,False,0.4177,1000,982,1000,0,0,5,10,1.2
57,fgas+2sigma,12.0,12.125,ok,False,0.3809,1000,992,1000,0,0,6,13,1.2
57,fgas+2sigma,12.125,12.25,ok,False,0.3454,1000,998,1000,0,0,8,17,1.2
57,fgas+2sigma,12.25,12.375,ok,False,0.3138,1000,1000,1000,0,0,10,23,1.2
57,fgas+2sigma,12.375,12.5,ok,True,0.2851,1000,1000,1000,0,0,14,30,1.2
57,fgas+2sigma,12.5,12.625,ok,True,0.2590,1000,1000,1000,0,0,18,39,1.2
57,fgas+2sigma,12.625,12.75,ok,True,0.2356,1000,1000,1000,0,0,24,52,1.2
57,fgas+2sigma,12.75,12.875,ok,True,0.2142,1000,1000,1000,0,0,32,70,1.2
57,fgas+2sigma,12.875,13.0,ok,True,0.1946,1000,1000,1000,0,0,42,92,1.3
57,fgas+2sigma,13.0,13.125,ok,True,0.1763,1000,1000,1000,0,0,56,121,1.3
57,fgas+2sigma,13.125,13.25,ok,True,0.1606,1000,1000,1000,0,0,75,160,1.3
57,fgas+2sigma,13.25,13.375,ok,True,0.1461,1000,1000,1000,0,0,96,211,1.2
57,fgas+2sigma,13.375,13.5,ok,True,0.1324,1000,1000,1000,0,0,132,288,1.3
57,fgas+2sigma,13.5,13.625,ok,True,0.1205,1000,1000,1000,0,0,178,388,1.3
57,fgas+2sigma,13.625,13.75,ok,True,0.1093,1000,1000,1000,0,0,228,498,1.3
57,fgas+2sigma,13.75,13.875,ok,True,0.0994,1000,1000,1000,0,0,304,662,1.4
57,fgas+2sigma,13.875,14.0,ok,True,0.0904,1000,1000,1000,0,0,401,882,1.4
57,fgas+2sigma,14.0,14.125,ok,True,0.0820,685,685,685,0,0,546,1210,1.3
57,fgas+2sigma,14.125,14.25,ok,True,0.0747,384,384,384,0,0,699,1541,0.9
57,fgas+2sigma,14.25,14.375,ok,True,0.0682,188,188,188,0,0,891,1983,0.6
57,fgas+2sigma,14.375,14.5,ok,True,0.0615,65,65,65,0,0,1204,2608,0.3
57,fgas+2sigma,14.5,14.625,ok,True,0.0558,33,33,33,0,0,1600,3429,0.2
57,fgas+2sigma,14.625,14.75,ok,True,0.0506,9,9,9,0,0,2189,4815,0.2
57,fgas+2sigma,14.75,14.875,ok,True,0.0463,5,5,5,0,0,2907,6403,0.2
57,fgas+2sigma,14.875,15.0,no_halos,False,nan,0,0,0,0,0,0,0,0.1
62,fgas+2sigma,10.0,10.125,ok,False,1.5491,96,33,89,66,30,0,2,0.5
62,fgas+2sigma,10.125,10.25,ok,False,1.3921,80,17,72,83,29,0,2,0.4
62,fgas+2sigma,10.25,10.375,ok,False,1.3309,947,364,850,5,0,0,2,1.3
62,fgas+2sigma,10.375,10.5,ok,False,1.2052,1000,418,868,4,0,0,2,1.2
62,fgas+2sigma,10.5,10.625,ok,False,1.0724,1000,432,900,2,0,0,2,1.2
62,fgas+2sigma,10.625,10.75,ok,False,0.9751,1000,490,893,1,0,0,2,1.2
62,fgas+2sigma,10.75,10.875,ok,False,0.8853,1000,521,880,4,0,1,2,1.2
62,fgas+2sigma,10.875,11.0,ok,False,0.8051,1000,585,897,2,0,1,2,1.2
62,fgas+2sigma,11.0,11.125,ok,False,0.7322,1000,623,882,1,0,1,2,1.2
62,fgas+2sigma,11.125,11.25,ok,False,0.6633,1000,603,890,0,0,1,2,1.2
62,fgas+2sigma,11.25,11.375,ok,False,0.6107,1000,633,919,1,0,1,3,1.2
62,fgas+2sigma,11.375,11.5,ok,False,0.5551,1000,728,995,0,0,1,3,1.2
62,fgas+2sigma,11.5,11.625,ok,False,0.5057,1000,804,1000,0,0,2,5,1.2
62,fgas+2sigma,11.625,11.75,ok,False,0.4591,1000,895,1000,0,0,2,6,1.3
62,fgas+2sigma,11.75,11.875,ok,False,0.4169,1000,951,1000,0,0,3,7,1.2
62,fgas+2sigma,11.875,12.0,ok,False,0.3790,1000,977,1000,0,0,4,10,1.3
62,fgas+2sigma,12.0,12.125,ok,False,0.3445,1000,985,1000,0,0,5,13,1.2
62,fgas+2sigma,12.125,12.25,ok,False,0.3119,1000,997,1000,0,0,7,16,1.3
62,fgas+2sigma,12.25,12.375,ok,True,0.2841,1000,999,1000,0,0,10,21,1.2
62,fgas+2sigma,12.375,12.5,ok,True,0.2586,1000,1000,1000,0,0,13,27,1.2
62,fgas+2sigma,12.5,12.625,ok,True,0.2348,1000,1000,1000,0,0,17,37,1.3
62,fgas+2sigma,12.625,12.75,ok,True,0.2130,1000,1000,1000,0,0,22,47,1.2
62,fgas+2sigma,12.75,12.875,ok,True,0.1935,1000,1000,1000,0,0,30,65,1.3
62,fgas+2sigma,12.875,13.0,ok,True,0.1761,1000,1000,1000,0,0,40,85,1.3
62,fgas+2sigma,13.0,13.125,ok,True,0.1601,1000,1000,1000,0,0,54,117,1.3
62,fgas+2sigma,13.125,13.25,ok,True,0.1447,1000,1000,1000,0,0,70,153,1.3
62,fgas+2sigma,13.25,13.375,ok,True,0.1321,1000,1000,1000,0,0,94,200,1.3
62,fgas+2sigma,13.375,13.5,ok,True,0.1200,1000,1000,1000,0,0,126,273,1.3
62,fgas+2sigma,13.5,13.625,ok,True,0.1089,1000,1000,1000,0,0,167,366,1.3
62,fgas+2sigma,13.625,13.75,ok,True,0.0990,1000,1000,1000,0,0,222,486,1.4
62,fgas+2sigma,13.75,13.875,ok,True,0.0899,1000,1000,1000,0,0,289,641,1.4
62,fgas+2sigma,13.875,14.0,ok,True,0.0818,1000,1000,1000,0,0,388,859,1.4
62,fgas+2sigma,14.0,14.125,ok,True,0.0744,1000,1000,1000,0,0,504,1106,1.5
62,fgas+2sigma,14.125,14.25,ok,True,0.0675,659,659,659,0,0,684,1518,1.3
62,fgas+2sigma,14.25,14.375,ok,True,0.0613,354,354,354,0,0,870,1910,0.9
62,fgas+2sigma,14.375,14.5,ok,True,0.0559,169,169,169,0,0,1158,2515,0.6
62,fgas+2sigma,14.5,14.625,ok,True,0.0505,62,62,62,0,0,1512,3320,0.3
62,fgas+2sigma,14.625,14.75,ok,True,0.0465,25,25,25,0,0,2056,4679,0.2
62,fgas+2sigma,14.75,14.875,ok,True,0.0419,13,13,13,0,0,2861,6194,0.2
62,fgas+2sigma,14.875,15.0,ok,False,0.0380,3,3,3,1,0,4138,8888,0.2
67,fgas+2sigma,10.0,10.125,ok,False,1.4136,52,14,40,82,54,0,1,0.3
67,fgas+2sigma,10.125,10.25,ok,False,1.2643,43,12,35,83,62,0,2,0.3
67,fgas+2sigma,10.25,10.375,ok,False,1.2035,528,177,439,12,1,0,2,1.0
67,fgas+2sigma,10.375,10.5,ok,False,1.0876,1000,401,835,4,0,0,2,1.2
67,fgas+2sigma,10.5,10.625,ok,False,0.9701,1000,445,848,0,0,0,2,1.3
67,fgas+2sigma,10.625,10.75,ok,False,0.8810,1000,438,853,7,0,0,2,1.2
67,fgas+2sigma,10.75,10.875,ok,False,0.8005,1000,491,860,3,0,0,2,1.2
