snap,sim,lo,hi,status,ot_reliable,x10,n_halos,n_used_dmo,n_used_hyd,n_empty_dmo,n_empty_hyd,npart_dmo_med,npart_hyd_med,sec
37,fgas-2sigma,13.375,13.5,ok,True,0.1883,1798,1798,1798,0,0,144,313,1.7
37,fgas-2sigma,13.5,13.625,ok,True,0.1713,910,910,910,0,0,189,416,1.3
37,fgas-2sigma,13.625,13.75,ok,True,0.1555,425,425,425,0,0,249,547,0.9
37,fgas-2sigma,13.75,13.875,ok,True,0.1417,203,203,203,0,0,330,739,0.6
37,fgas-2sigma,13.875,14.0,ok,True,0.1282,84,84,84,0,0,442,960,0.3
37,fgas-2sigma,14.0,14.125,ok,True,0.1184,32,32,32,0,0,564,1218,0.2
37,fgas-2sigma,14.125,14.25,ok,True,0.1052,9,9,9,0,0,642,1477,0.2
37,fgas-2sigma,14.25,14.375,ok,False,0.0962,2,2,2,1,0,922,1932,0.1
37,fgas-2sigma,14.375,14.5,no_halos,False,nan,0,0,0,0,0,0,0,0.1
37,fgas-2sigma,14.5,14.625,no_halos,False,nan,0,0,0,0,0,0,0,0.1
37,fgas-2sigma,14.625,14.75,no_halos,False,nan,0,0,0,0,0,0,0,0.1
37,fgas-2sigma,14.75,14.875,no_halos,False,nan,0,0,0,0,0,0,0,0.1
37,fgas-2sigma,14.875,15.0,no_halos,False,nan,0,0,0,0,0,0,0,0.1
47,fgas-2sigma,10.0,10.125,ok,False,2.0661,465,175,422,22,0,0,3,1.1
47,fgas-2sigma,10.125,10.25,ok,False,1.8648,267,97,238,41,3,0,2,0.7
47,fgas-2sigma,10.25,10.375,ok,False,1.7687,2498,1009,2314,0,0,0,3,1.7
47,fgas-2sigma,10.375,10.5,ok,False,1.6013,5987,2688,5565,0,0,0,3,2.1
47,fgas-2sigma,10.5,10.625,ok,False,1.4253,10000,4797,9263,0,0,0,3,2.4
47,fgas-2sigma,10.625,10.75,ok,False,1.2956,10000,5223,9289,0,0,1,3,2.4
47,fgas-2sigma,10.75,10.875,ok,False,1.1803,10000,5626,9250,0,0,1,3,2.4
47,fgas-2sigma,10.875,11.0,ok,False,1.0690,10000,6018,9258,0,0,1,3,2.5
47,fgas-2sigma,11.0,11.125,ok,False,0.9728,10000,6288,9264,0,0,1,3,2.5
47,fgas-2sigma,11.125,11.25,ok,False,0.8830,10000,6663,9301,0,0,1,3,2.5
47,fgas-2sigma,11.25,11.375,ok,False,0.8095,10000,6961,9463,0,0,1,3,2.5
47,fgas-2sigma,11.375,11.5,ok,False,0.7388,10000,7748,9953,0,0,1,4,2.5
47,fgas-2sigma,11.5,11.625,ok,False,0.6709,10000,8559,10000,0,0,2,5,2.6
47,fgas-2sigma,11.625,11.75,ok,False,0.6099,10000,9173,10000,0,0,3,7,2.5
47,fgas-2sigma,11.75,11.875,ok,False,0.5538,10000,9590,10000,0,0,3,9,2.5
47,fgas-2sigma,11.875,12.0,ok,False,0.5040,10000,9840,10000,0,0,5,11,2.5
47,fgas-2sigma,12.0,12.125,ok,False,0.4574,10000,9955,10000,0,0,6,15,2.6
47,fgas-2sigma,12.125,12.25,ok,False,0.4157,10000,9984,10000,0,0,8,19,2.6
47,fgas-2sigma,12.25,12.375,ok,False,0.3775,10000,10000,10000,0,0,11,25,2.6
47,fgas-2sigma,12.375,12.5,ok,False,0.3433,10000,10000,10000,0,0,15,32,2.7
47,fgas-2sigma,12.5,12.625,ok,False,0.3118,10000,9999,10000,0,0,19,42,2.7
47,fgas-2sigma,12.625,12.75,ok,True,0.2833,10000,10000,10000,0,0,26,56,2.7
47,fgas-2sigma,12.75,12.875,ok,True,0.2574,10000,10000,10000,0,0,34,74,2.7
47,fgas-2sigma,12.875,13.0,ok,True,0.2342,10000,10000,10000,0,0,45,96,2.8
47,fgas-2sigma,13.0,13.125,ok,True,0.2127,10000,10000,10000,0,0,59,128,3.0
47,fgas-2sigma,13.125,13.25,ok,True,0.1933,10000,10000,10000,0,0,79,170,3.1
47,fgas-2sigma,13.25,13.375,ok,True,0.1756,6783,6783,6783,0,0,104,225,2.7
47,fgas-2sigma,13.375,13.5,ok,True,0.1598,4144,4144,4144,0,0,138,299,2.3
47,fgas-2sigma,13.5,13.625,ok,True,0.1449,2457,2457,2457,0,0,183,400,2.0
47,fgas-2sigma,13.625,13.75,ok,True,0.1319,1486,1486,1486,0,0,242,530,1.7
47,fgas-2sigma,13.75,13.875,ok,True,0.1200,732,732,732,0,0,321,704,1.3
47,fgas-2sigma,13.875,14.0,ok,True,0.1089,389,389,389,0,0,421,925,0.9
47,fgas-2sigma,14.0,14.125,ok,True,0.0986,189,189,189,0,0,555,1228,0.6
47,fgas-2sigma,14.125,14.25,ok,True,0.0899,78,78,78,0,0,707,1545,0.4
47,fgas-2sigma,14.25,14.375,ok,True,0.0824,32,32,32,0,0,922,2041,0.2
47,fgas-2sigma,14.375,14.5,ok,True,0.0731,9,9,9,0,0,1204,2588,0.2
47,fgas-2sigma,14.5,14.625,ok,False,0.0638,1,1,1,4,0,2038,4638,0.1
47,fgas-2sigma,14.625,14.75,no_halos,False,nan,0,0,0,0,0,0,0,0.1
47,fgas-2sigma,14.75,14.875,no_halos,False,nan,0,0,0,0,0,0,0,0.1
47,fgas-2sigma,14.875,15.0,no_halos,False,nan,0,0,0,0,0,0,0,0.1
57,fgas-2sigma,10.0,10.125,ok,False,1.7230,204,75,184,48,5,0,3,0.8
57,fgas-2sigma,10.125,10.25,ok,False,1.5436,123,50,114,60,17,0,2,0.6
57,fgas-2sigma,10.25,10.375,ok,False,1.4684,1460,584,1318,1,0,0,3,1.7
57,fgas-2sigma,10.375,10.5,ok,False,1.3284,3413,1458,3085,0,0,0,3,2.0
57,fgas-2sigma,10.5,10.625,ok,False,1.1851,7908,3691,7123,0,0,0,3,2.4
57,fgas-2sigma,10.625,10.75,ok,False,1.0784,10000,5062,8960,0,0,1,3,2.5
57,fgas-2sigma,10.75,10.875,ok,False,0.9799,10000,5416,9021,0,0,1,3,2.5
57,fgas-2sigma,10.875,11.0,ok,False,0.8877,10000,5682,9063,0,0,1,3,2.5
57,fgas-2sigma,11.0,11.125,ok,False,0.8065,10000,6119,9052,0,0,1,3,2.5
57,fgas-2sigma,11.125,11.25,ok,False,0.7330,10000,6304,8992,0,0,1,3,2.6
57,fgas-2sigma,11.25,11.375,ok,False,0.6728,10000,6604,9369,0,0,1,3,2.6
57,fgas-2sigma,11.375,11.5,ok,False,0.6136,10000,7437,9939,0,0,1,4,2.6
57,fgas-2sigma,11.5,11.625,ok,False,0.5579,10000,8254,10000,0,0,2,5,2.6
57,fgas-2sigma,11.625,11.75,ok,False,0.5070,10000,8996,10000,0,0,2,6,2.7
57,fgas-2sigma,11.75,11.875,ok,False,0.4605,10000,9489,10000,0,0,3,8,2.7
57,fgas-2sigma,11.875,12.0,ok,False,0.4184,10000,9806,10000,0,0,4,11,2.7
57,fgas-2sigma,12.0,12.125,ok,False,0.3796,10000,9924,10000,0,0,6,13,2.7
57,fgas-2sigma,12.125,12.25,ok,False,0.3449,10000,9982,10000,0,0,8,17,2.8
57,fgas-2sigma,12.25,12.375,ok,False,0.3138,10000,9997,10000,0,0,10,22,2.7
57,fgas-2sigma,12.375,12.5,ok,True,0.2854,10000,9999,10000,0,0,14,29,2.8
57,fgas-2sigma,12.5,12.625,ok,True,0.2588,10000,10000,10000,0,0,18,38,2.8
57,fgas-2sigma,12.625,12.75,ok,True,0.2354,10000,10000,10000,0,0,24,50,3.0
57,fgas-2sigma,12.75,12.875,ok,True,0.2138,10000,10000,10000,0,0,32,66,2.9
57,fgas-2sigma,12.875,13.0,ok,True,0.1942,10000,10000,10000,0,0,42,88,3.0
57,fgas-2sigma,13.0,13.125,ok,True,0.1763,10000,10000,10000,0,0,56,117,3.1
57,fgas-2sigma,13.125,13.25,ok,True,0.1606,10000,10000,10000,0,0,74,156,3.2
57,fgas-2sigma,13.25,13.375,ok,True,0.1457,10000,10000,10000,0,0,98,210,3.4
57,fgas-2sigma,13.375,13.5,ok,True,0.1327,7875,7875,7875,0,0,131,279,3.1
57,fgas-2sigma,13.5,13.625,ok,True,0.1203,5170,5170,5170,0,0,173,372,2.8
57,fgas-2sigma,13.625,13.75,ok,True,0.1093,3314,3314,3314,0,0,228,495,2.4
57,fgas-2sigma,13.75,13.875,ok,True,0.0996,2075,2075,2075,0,0,302,652,2.1
57,fgas-2sigma,13.875,14.0,ok,True,0.0904,1223,1223,1223,0,0,396,860,1.9
57,fgas-2sigma,14.0,14.125,ok,True,0.0822,696,696,696,0,0,538,1175,1.5
57,fgas-2sigma,14.125,14.25,ok,True,0.0747,385,385,385,0,0,699,1531,1.1
57,fgas-2sigma,14.25,14.375,ok,True,0.0679,184,184,184,0,0,930,2045,0.7
57,fgas-2sigma,14.375,14.5,ok,True,0.0613,76,76,76,0,0,1228,2694,0.4
57,fgas-2sigma,14.5,14.625,ok,True,0.0558,33,33,33,0,0,1583,3480,0.3
57,fgas-2sigma,14.625,14.75,ok,True,0.0506,10,10,10,0,0,2145,4728,0.2
57,fgas-2sigma,14.75,14.875,ok,True,0.0455,5,5,5,0,0,3037,6897,0.2
57,fgas-2sigma,14.875,15.0,no_halos,False,nan,0,0,0,0,0,0,0,0.1
62,fgas-2sigma,10.0,10.125,ok,False,1.5506,93,33,85,66,25,0,2,0.5
62,fgas-2sigma,10.125,10.25,ok,False,1.3945,72,16,60,83,32,0,2,0.4
62,fgas-2sigma,10.25,10.375,ok,False,1.3309,933,366,830,4,0,0,2,1.6
62,fgas-2sigma,10.375,10.5,ok,False,1.2035,2323,957,2065,0,0,0,2,1.8
62,fgas-2sigma,10.5,10.625,ok,False,1.0724,5355,2430,4758,0,0,0,2,2.1
62,fgas-2sigma,10.625,10.75,ok,False,0.9751,10000,4825,8814,0,0,0,2,2.5
62,fgas-2sigma,10.75,10.875,ok,False,0.8872,10000,5151,8771,0,0,1,2,2.4
62,fgas-2sigma,10.875,11.0,ok,False,0.8035,10000,5548,8848,0,0,1,2,2.5
62,fgas-2sigma,11.0,11.125,ok,False,0.7296,10000,5769,8856,0,0,1,2,2.5
62,fgas-2sigma,11.125,11.25,ok,False,0.6633,10000,6015,8870,0,0,1,2,2.5
62,fgas-2sigma,11.25,11.375,ok,False,0.6098,10000,6319,9213,0,0,1,3,2.5
62,fgas-2sigma,11.375,11.5,ok,False,0.5559,10000,7214,9917,0,0,1,4,2.6
62,fgas-2sigma,11.5,11.625,ok,False,0.5050,10000,8149,10000,0,0,2,5,2.6
62,fgas-2sigma,11.625,11.75,ok,False,0.4591,10000,8848,10000,0,0,2,6,2.6
62,fgas-2sigma,11.75,11.875,ok,False,0.4173,10000,9425,10000,0,0,3,7,2.6
62,fgas-2sigma,11.875,12.0,ok,False,0.3787,10000,9724,10000,0,0,4,10,2.6
62,fgas-2sigma,12.0,12.125,ok,False,0.3439,10000,9899,10000,0,0,5,12,2.6
62,fgas-2sigma,12.125,12.25,ok,False,0.3124,10000,9974,10000,0,0,7,16,2.6
62,fgas-2sigma,12.25,12.375,ok,True,0.2841,10000,9993,10000,0,0,10,21,2.6
62,fgas-2sigma,12.375,12.5,ok,True,0.2583,10000,9999,10000,0,0,13,27,2.7
62,fgas-2sigma,12.5,12.625,ok,True,0.2345,10000,10000,10000,0,0,17,35,2.7
62,fgas-2sigma,12.625,12.75,ok,True,0.2135,10000,10000,10000,0,0,23,46,2.8
62,fgas-2sigma,12.75,12.875,ok,True,0.1938,10000,10000,10000,0,0,30,61,2.9
62,fgas-2sigma,12.875,13.0,ok,True,0.1758,10000,10000,10000,0,0,40,81,2.9
62,fgas-2sigma,13.0,13.125,ok,True,0.1598,10000,10000,10000,0,0,53,109,3.0
62,fgas-2sigma,13.125,13.25,ok,True,0.1453,10000,10000,10000,0,0,71,147,3.0
62,fgas-2sigma,13.25,13.375,ok,True,0.1321,10000,10000,10000,0,0,94,197,3.4
62,fgas-2sigma,13.375,13.5,ok,True,0.1199,9756,9756,9756,0,0,125,265,3.4
62,fgas-2sigma,13.5,13.625,ok,True,0.1090,6699,6699,6699,0,0,166,355,2.9
62,fgas-2sigma,13.625,13.75,ok,True,0.0990,4554,4554,4554,0,0,221,475,2.6
62,fgas-2sigma,13.75,13.875,ok,True,0.0899,2888,2888,2888,0,0,289,625,2.3
62,fgas-2sigma,13.875,14.0,ok,True,0.0818,1824,1824,1824,0,0,390,846,2.1
62,fgas-2sigma,14.0,14.125,ok,True,0.0744,1098,1098,1098,0,0,504,1106,1.7
62,fgas-2sigma,14.125,14.25,ok,True,0.0674,653,653,653,0,0,693,1521,1.4
62,fgas-2sigma,14.25,14.375,ok,True,0.0615,358,358,358,0,0,872,1926,1.0
62,fgas-2sigma,14.375,14.5,ok,True,0.0558,180,180,180,0,0,1146,2518,0.7
62,fgas-2sigma,14.5,14.625,ok,True,0.0507,71,71,71,0,0,1516,3423,0.4
62,fgas-2sigma,14.625,14.75,ok,True,0.0464,28,28,28,0,0,1910,4242,0.2
62,fgas-2sigma,14.75,14.875,ok,True,0.0421,12,12,12,0,0,2940,6410,0.2
62,fgas-2sigma,14.875,15.0,ok,True,0.0382,4,4,4,0,0,3846,8384,0.2
67,fgas-2sigma,10.0,10.125,ok,False,1.4093,60,14,48,83,50,0,2,0.5
67,fgas-2sigma,10.125,10.25,ok,False,1.2620,53,14,47,83,46,0,2,0.5
67,fgas-2sigma,10.25,10.375,ok,False,1.2035,535,189,450,16,1,0,2,1.6
67,fgas-2sigma,10.375,10.5,ok,False,1.0893,1486,585,1248,0,0,0,2,2.2
67,fgas-2sigma,10.5,10.625,ok,False,0.9701,3566,1531,3033,0,0,0,2,2.6
67,fgas-2sigma,10.625,10.75,ok,False,0.8810,7852,3573,6704,0,0,0,2,3.2
67,fgas-2sigma,10.75,10.875,ok,False,0.8023,10000,4866,8568,0,0,0,2,3.4
67,fgas-2sigma,10.875,11.0,ok,False,0.7258,10000,5184,8615,0,0,1,2,3.4
67,fgas-2sigma,11.0,11.125,ok,False,0.6595,10000,5465,8575,0,0,1,2,3.4
67,fgas-2sigma,11.125,11.25,ok,False,0.5997,10000,5582,8511,0,0,1,2,3.4
67,fgas-2sigma,11.25,11.375,ok,False,0.5515,10000,6011,9009,0,0,1,2,3.5
67,fgas-2sigma,11.375,11.5,ok,False,0.5025,10000,6930,9908,0,0,1,3,3.5
67,fgas-2sigma,11.5,11.625,ok,False,0.4566,10000,7858,9999,0,0,1,4,3.6
67,fgas-2sigma,11.625,11.75,ok,False,0.4149,10000,8616,10000,0,0,2,5,3.6
67,fgas-2sigma,11.75,11.875,ok,False,0.3766,10000,9261,10000,0,0,3,7,3.6
67,fgas-2sigma,11.875,12.0,ok,False,0.3423,10000,9668,10000,0,0,4,9,3.6
67,fgas-2sigma,12.0,12.125,ok,False,0.3110,10000,9895,10000,0,0,5,11,3.7
67,fgas-2sigma,12.125,12.25,ok,True,0.2829,10000,9964,10000,0,0,7,15,3.7
67,fgas-2sigma,12.25,12.375,ok,True,0.2568,10000,9990,10000,0,0,9,18,3.7
67,fgas-2sigma,12.375,12.5,ok,True,0.2335,10000,10000,10000,0,0,12,24,3.9
67,fgas-2sigma,12.5,12.625,ok,True,0.2122,10000,10000,10000,0,0,16,31,3.9
67,fgas-2sigma,12.625,12.75,ok,True,0.1926,10000,10000,10000,0,0,21,41,4.0
67,fgas-2sigma,12.75,12.875,ok,True,0.1751,10000,10000,10000,0,0,28,54,4.1
67,fgas-2sigma,12.875,13.0,ok,True,0.1592,10000,10000,10000,0,0,37,74,4.2
67,fgas-2sigma,13.0,13.125,ok,True,0.1445,10000,10000,10000,0,0,50,100,4.2
67,fgas-2sigma,13.125,13.25,ok,True,0.1313,10000,10000,10000,0,0,66,134,4.4
67,fgas-2sigma,13.25,13.375,ok,True,0.1193,10000,10000,10000,0,0,88,182,4.6
67,fgas-2sigma,13.375,13.5,ok,True,0.1084,10000,10000,10000,0,0,117,246,4.7
67,fgas-2sigma,13.5,13.625,ok,True,0.0986,7917,7917,7917,0,0,156,332,4.4
67,fgas-2sigma,13.625,13.75,ok,True,0.0894,5410,5410,5410,0,0,208,447,3.9
67,fgas-2sigma,13.75,13.875,ok,True,0.0815,3804,3804,3804,0,0,274,595,3.6
67,fgas-2sigma,13.875,14.0,ok,True,0.0738,2494,2494,2494,0,0,369,802,3.2
67,fgas-2sigma,14.0,14.125,ok,True,0.0671,1615,1615,1615,0,0,491,1066,2.9
67,fgas-2sigma,14.125,14.25,ok,True,0.0611,964,964,964,0,0,646,1416,2.4
67,fgas-2sigma,14.25,14.375,ok,True,0.0553,566,566,566,0,0,877,1912,1.9
67,fgas-2sigma,14.375,14.5,ok,True,0.0507,313,313,313,0,0,1089,2391,1.4
67,fgas-2sigma,14.5,14.625,ok,True,0.0458,157,157,157,0,0,1474,3247,0.9
67,fgas-2sigma,14.625,14.75,ok,True,0.0416,82,82,82,0,0,2018,4421,0.6
67,fgas-2sigma,14.75,14.875,ok,True,0.0377,21,21,21,0,0,2592,5737,0.3
67,fgas-2sigma,14.875,15.0,ok,True,0.0349,9,9,9,0,0,3447,7380,0.3
69,fgas-2sigma,10.0,10.125,ok,False,1.3493,39,11,36,88,44,0,3,0.4
69,fgas-2sigma,10.125,10.25,ok,False,1.2151,34,17,27,82,64,0,2,0.4
69,fgas-2sigma,10.25,10.375,ok,False,1.1570,501,175,418,19,0,0,2,1.5
69,fgas-2sigma,10.375,10.5,ok,False,1.0460,1229,465,1021,2,0,0,2,2.1
69,fgas-2sigma,10.5,10.625,ok,False,0.9312,2922,1240,2456,0,0,0,2,2.4
69,fgas-2sigma,10.625,10.75,ok,False,0.8468,6471,2809,5397,0,0,0,2,2.9
69,fgas-2sigma,10.75,10.875,ok,False,0.7709,10000,4733,8300,0,0,0,2,3.3
69,fgas-2sigma,10.875,11.0,ok,False,0.6969,10000,5047,8380,0,0,1,2,3.4
69,fgas-2sigma,11.0,11.125,ok,False,0.6335,10000,5276,8420,0,0,1,2,3.4
69,fgas-2sigma,11.125,11.25,ok,False,0.5765,10000,5359,8438,0,0,1,2,3.3
69,fgas-2sigma,11.25,11.375,ok,False,0.5306,10000,5756,8983,0,0,1,2,3.4
69,fgas-2sigma,11.375,11.5,ok,False,0.4828,10000,6815,9872,0,0,1,3,3.4
69,fgas-2sigma,11.5,11.625,ok,False,0.4387,10000,7705,10000,0,0,1,4,3.5
69,fgas-2sigma,11.625,11.75,ok,False,0.3991,10000,8548,10000,0,0,2,5,3.5
69,fgas-2sigma,11.75,11.875,ok,False,0.3624,10000,9156,10000,0,0,3,6,3.5
69,fgas-2sigma,11.875,12.0,ok,False,0.3292,10000,9631,10000,0,0,3,8,3.6
69,fgas-2sigma,12.0,12.125,ok,True,0.2988,10000,9861,10000,0,0,5,11,3.6
69,fgas-2sigma,12.125,12.25,ok,True,0.2719,10000,9945,10000,0,0,6,14,3.6
69,fgas-2sigma,12.25,12.375,ok,True,0.2472,10000,9992,10000,0,0,8,17,3.7
69,fgas-2sigma,12.375,12.5,ok,True,0.2245,10000,9997,10000,0,0,11,22,3.7
69,fgas-2sigma,12.5,12.625,ok,True,0.2040,10000,10000,10000,0,0,15,29,3.8
69,fgas-2sigma,12.625,12.75,ok,True,0.1851,10000,10000,10000,0,0,20,39,3.8
69,fgas-2sigma,12.75,12.875,ok,True,0.1681,10000,10000,10000,0,0,27,52,3.9
69,fgas-2sigma,12.875,13.0,ok,True,0.1530,10000,10000,10000,0,0,36,70,4.1
69,fgas-2sigma,13.0,13.125,ok,True,0.1387,10000,10000,10000,0,0,48,95,4.1
69,fgas-2sigma,13.125,13.25,ok,True,0.1263,10000,10000,10000,0,0,64,129,4.2
69,fgas-2sigma,13.25,13.375,ok,True,0.1148,10000,10000,10000,0,0,85,175,4.4
69,fgas-2sigma,13.375,13.5,ok,True,0.1042,10000,10000,10000,0,0,112,236,4.7
69,fgas-2sigma,13.5,13.625,ok,True,0.0947,8092,8092,8092,0,0,151,320,4.4
69,fgas-2sigma,13.625,13.75,ok,True,0.0860,5617,5617,5617,0,0,204,437,4.0
69,fgas-2sigma,13.75,13.875,ok,True,0.0783,4095,4095,4095,0,0,268,579,3.6
69,fgas-2sigma,13.875,14.0,ok,True,0.0709,2647,2647,2647,0,0,359,777,3.3
69,fgas-2sigma,14.0,14.125,ok,True,0.0645,1728,1728,1728,0,0,470,1028,2.9
69,fgas-2sigma,14.125,14.25,ok,True,0.0585,1116,1116,1116,0,0,630,1374,2.6
69,fgas-2sigma,14.25,14.375,ok,True,0.0533,617,617,617,0,0,841,1867,2.0
69,fgas-2sigma,14.375,14.5,ok,True,0.0487,381,381,381,0,0,1109,2447,1.5
69,fgas-2sigma,14.5,14.625,ok,True,0.0441,176,176,176,0,0,1405,3071,0.9
69,fgas-2sigma,14.625,14.75,ok,True,0.0399,96,96,96,0,0,1926,4292,0.6
69,fgas-2sigma,14.75,14.875,ok,True,0.0364,38,38,38,0,0,2668,5825,0.4
69,fgas-2sigma,14.875,15.0,ok,True,0.0337,11,11,11,0,0,3164,6914,0.3
71,fgas-2sigma,10.0,10.125,ok,False,1.2964,26,9,22,91,57,0,2,0.4
71,fgas-2sigma,10.125,10.25,ok,False,1.1719,26,12,23,89,62,0,2,0.3
71,fgas-2sigma,10.25,10.375,ok,False,1.1138,398,144,332,16,4,0,2,1.4
71,fgas-2sigma,10.375,10.5,ok,False,1.0067,1088,415,895,2,0,0,2,1.9
71,fgas-2sigma,10.5,10.625,ok,False,0.8966,2389,963,1937,4,0,0,2,2.3
71,fgas-2sigma,10.625,10.75,ok,False,0.8159,5398,2341,4359,0,0,0,2,2.8
71,fgas-2sigma,10.75,10.875,ok,False,0.7421,10000,4552,8153,0,0,0,2,3.2
71,fgas-2sigma,10.875,11.0,ok,False,0.6715,10000,4902,8210,0,0,0,2,3.3
71,fgas-2sigma,11.0,11.125,ok,False,0.6095,10000,5112,8179,0,0,1,2,3.3
71,fgas-2sigma,11.125,11.25,ok,False,0.5549,10000,5214,8196,0,0,1,2,3.3
71,fgas-2sigma,11.25,11.375,ok,False,0.5101,10000,5661,8858,0,0,1,2,3.3
71,fgas-2sigma,11.375,11.5,ok,False,0.4648,10000,6581,9886,0,0,1,3,3.4
71,fgas-2sigma,11.5,11.625,ok,False,0.4221,10000,7558,10000,0,0,1,4,3.5
71,fgas-2sigma,11.625,11.75,ok,False,0.3837,10000,8468,10000,0,0,2,5,3.4
71,fgas-2sigma,11.75,11.875,ok,False,0.3485,10000,9072,10000,0,0,2,6,3.5
71,fgas-2sigma,11.875,12.0,ok,False,0.3165,10000,9566,10000,0,0,3,8,3.5
71,fgas-2sigma,12.0,12.125,ok,True,0.2874,10000,9836,10000,0,0,4,10,3.7
71,fgas-2sigma,12.125,12.25,ok,True,0.2616,10000,9960,10000,0,0,6,13,3.6
71,fgas-2sigma,12.25,12.375,ok,True,0.2379,10000,9995,10000,0,0,8,16,3.7
71,fgas-2sigma,12.375,12.5,ok,True,0.2159,10000,10000,10000,0,0,11,21,3.7
71,fgas-2sigma,12.5,12.625,ok,True,0.1961,10000,10000,10000,0,0,15,28,3.8
71,fgas-2sigma,12.625,12.75,ok,True,0.1781,10000,10000,10000,0,0,19,37,3.8
71,fgas-2sigma,12.75,12.875,ok,True,0.1620,10000,10000,10000,0,0,26,49,3.9
71,fgas-2sigma,12.875,13.0,ok,True,0.1471,10000,10000,10000,0,0,35,66,3.9
71,fgas-2sigma,13.0,13.125,ok,True,0.1336,10000,10000,10000,0,0,46,90,4.0
71,fgas-2sigma,13.125,13.25,ok,True,0.1214,10000,10000,10000,0,0,61,122,4.2
71,fgas-2sigma,13.25,13.375,ok,True,0.1103,10000,10000,10000,0,0,82,168,4.3
71,fgas-2sigma,13.375,13.5,ok,True,0.1002,10000,10000,10000,0,0,109,228,4.8
71,fgas-2sigma,13.5,13.625,ok,True,0.0911,8084,8084,8084,0,0,145,306,4.3
71,fgas-2sigma,13.625,13.75,ok,True,0.0828,5718,5718,5718,0,0,194,415,3.8
71,fgas-2sigma,13.75,13.875,ok,True,0.0752,4172,4172,4172,0,0,262,562,3.6
71,fgas-2sigma,13.875,14.0,ok,True,0.0685,2754,2754,2754,0,0,342,743,3.2
71,fgas-2sigma,14.0,14.125,ok,True,0.0622,1908,1908,1908,0,0,456,997,2.9
71,fgas-2sigma,14.125,14.25,ok,True,0.0565,1138,1138,1138,0,0,606,1334,2.5
71,fgas-2sigma,14.25,14.375,ok,True,0.0515,698,698,698,0,0,810,1774,2.1
71,fgas-2sigma,14.375,14.5,ok,True,0.0467,430,430,430,0,0,1086,2384,1.6
71,fgas-2sigma,14.5,14.625,ok,True,0.0426,215,215,215,0,0,1394,3049,1.1
71,fgas-2sigma,14.625,14.75,ok,True,0.0386,106,106,106,0,0,1822,4004,0.7
71,fgas-2sigma,14.75,14.875,ok,True,0.0348,61,61,61,0,0,2623,5771,0.5
71,fgas-2sigma,14.875,15.0,ok,True,0.0319,17,17,17,0,0,3223,7483,0.3
73,fgas-2sigma,10.0,10.125,ok,False,1.2564,29,6,26,93,61,0,2,0.4
73,fgas-2sigma,10.125,10.25,ok,False,1.1229,32,7,24,90,75,0,1,0.4
73,fgas-2sigma,10.25,10.375,ok,False,1.0714,298,92,240,38,9,0,2,1.1
73,fgas-2sigma,10.375,10.5,ok,False,0.9711,788,280,614,8,0,0,1,1.7
73,fgas-2sigma,10.5,10.625,ok,False,0.8647,1959,739,1495,2,0,0,1,2.2
73,fgas-2sigma,10.625,10.75,ok,False,0.7870,4349,1886,3461,0,0,0,2,2.6
73,fgas-2sigma,10.75,10.875,ok,False,0.7147,10000,4340,7922,0,0,0,2,3.2
73,fgas-2sigma,10.875,11.0,ok,False,0.6463,10000,4654,7990,0,0,0,2,3.2
73,fgas-2sigma,11.0,11.125,ok,False,0.5874,10000,4808,8014,0,0,0,2,3.2
73,fgas-2sigma,11.125,11.25,ok,False,0.5337,10000,5082,8001,0,0,1,2,3.2
73,fgas-2sigma,11.25,11.375,ok,False,0.4915,10000,5335,8745,0,0,1,2,3.3
73,fgas-2sigma,11.375,11.5,ok,False,0.4483,10000,6452,9874,0,0,1,3,3.3
73,fgas-2sigma,11.5,11.625,ok,False,0.4066,10000,7336,9999,0,0,1,3,3.4
73,fgas-2sigma,11.625,11.75,ok,False,0.3696,10000,8249,10000,0,0,2,4,3.4
73,fgas-2sigma,11.75,11.875,ok,False,0.3359,10000,9022,10000,0,0,2,6,3.4
73,fgas-2sigma,11.875,12.0,ok,False,0.3052,10000,9538,10000,0,0,3,7,3.4
73,fgas-2sigma,12.0,12.125,ok,True,0.2774,10000,9782,10000,0,0,4,9,3.5
73,fgas-2sigma,12.125,12.25,ok,True,0.2519,10000,9932,10000,0,0,6,12,3.5
73,fgas-2sigma,12.25,12.375,ok,True,0.2289,10000,9989,10000,0,0,8,15,3.5
73,fgas-2sigma,12.375,12.5,ok,True,0.2081,10000,9999,10000,0,0,10,20,3.6
73,fgas-2sigma,12.5,12.625,ok,True,0.1893,10000,9999,10000,0,0,14,26,3.6
73,fgas-2sigma,12.625,12.75,ok,True,0.1717,10000,10000,10000,0,0,19,34,3.7
73,fgas-2sigma,12.75,12.875,ok,True,0.1560,10000,10000,10000,0,0,25,46,3.7
73,fgas-2sigma,12.875,13.0,ok,True,0.1418,10000,10000,10000,0,0,33,62,3.8
73,fgas-2sigma,13.0,13.125,ok,True,0.1288,10000,10000,10000,0,0,44,85,3.9
73,fgas-2sigma,13.125,13.25,ok,True,0.1169,10000,10000,10000,0,0,59,116,4.0
73,fgas-2sigma,13.25,13.375,ok,True,0.1063,10000,10000,10000,0,0,79,159,4.2
73,fgas-2sigma,13.375,13.5,ok,True,0.0965,10000,10000,10000,0,0,106,218,4.4
